Incident ID,Incident Date,Incident Time,Day of Week,Month,Year,Time of Day,Daytime/Weekend/Weekday,Crime Category,Repeat Offender,Crime Location Type,Suspect Age,Suspect Sex,Suspect Descent,Arrest Made,Charge Filed,Outcome,Victim Injury,Victim Status,Time to Resolution,District,Latitude,Longitude,Crime Severity,Repeat Victim,Victim Occupation,Suspect Occupation
510,2023-07-16,22:08:57,Sunday,July,2023,Evening,Night,Violent Crime,Yes,Commercial,42,Female,Indian,Yes,No,Solved,Stab wound,Deceased,253,South,35.818877,-70.775399,Minor,Yes,"Nurse, adult",Chartered loss adjuster
511,2020-10-30,01:56:45,Friday,October,2020,Morning,Daytime,Drug Offense,No,Residential,22,Female,Indian,No,No,Solved,Gunshot wound,Alive,118,Central,17.9417505,-114.714226,Minor,Yes,Risk manager,"Psychologist, prison and probation services"
512,2021-06-05,08:44:00,Saturday,June,2021,Morning,Daytime,White Collar Crime,No,Residential,40,Male,Indian,Yes,Yes,Closed,None,Deceased,186,South,-35.907116,-54.903890,Minor,No,Financial adviser,Chief of Staff
513,2023-03-20,10:16:17,Monday,March,2023,Morning,Daytime,Property Crime,Yes,Commercial,47,Female,Other,No,No,Under Investigation,Fractures,Deceased,103,West,-71.3000515,114.187634,Moderate,Yes,"Engineer, petroleum",Secondary school teacher
514,2021-09-09,16:41:03,Thursday,September,2021,Afternoon,Daytime,Property Crime,Yes,Industrial,29,Male,Other,No,No,Closed,Minor cuts and bruises,Deceased,207,East,42.012874,-131.221382,Severe,Yes,"Engineer, agricultural",Chiropodist
515,2024-05-13,18:15:11,Monday,May,2024,Evening,Night,Drug Offense,Yes,Industrial,36,Male,Indian,Yes,Yes,Closed,None,Deceased,237,West,72.0798765,-75.144621,Minor,Yes,Statistician,Technical author
516,2024-06-02,06:17:47,Sunday,June,2024,Morning,Daytime,Property Crime,No,Commercial,21,Male,Indian,No,No,Closed,Severe lacerations,Deceased,166,South,76.703115,51.733082,Moderate,Yes,Tourist information centre manager,Nutritional therapist
517,2022-03-25,22:14:33,Friday,March,2022,Evening,Night,Cyber Crime,Yes,Public,25,Female,Indian,No,No,Solved,Stab wound,Alive,286,South,36.5239715,163.624082,Severe,No,Toxicologist,Air cabin crew
518,2022-12-25,07:47:13,Sunday,December,2022,Morning,Daytime,Cyber Crime,No,Residential,32,Male,Indian,Yes,Yes,Solved,None,Alive,268,North,-34.7270895,166.010176,Moderate,Yes,Animal nutritionist,"Engineer, civil (consulting)"
519,2023-09-30,21:12:40,Saturday,September,2023,Evening,Night,Drug Offense,No,Industrial,27,Male,Indian,No,No,Open,None,Deceased,12,North,49.035409,-66.161821,Moderate,Yes,Actor,Customer service manager
520,2022-01-05,19:12:43,Wednesday,January,2022,Evening,Night,Violent Crime,Yes,Commercial,34,Female,Indian,Yes,Yes,Solved,None,Alive,61,North,36.6585765,-130.925359,Minor,Yes,Trade mark attorney,Health and safety adviser
521,2022-06-20,18:11:20,Monday,June,2022,Evening,Night,Violent Crime,No,Residential,57,Male,Indian,No,No,Under Investigation,None,Alive,192,Central,-1.672805,176.633287,Severe,No,Human resources officer,Chartered management accountant
522,2021-01-21,15:51:03,Thursday,January,2021,Afternoon,Daytime,White Collar Crime,No,Residential,19,Female,Other,Yes,Yes,Open,None,Deceased,182,North,9.4738345,148.889586,Moderate,No,Wellsite geologist,Chartered management accountant
523,2021-12-15,16:24:53,Wednesday,December,2021,Afternoon,Daytime,Property Crime,Yes,Commercial,46,Male,Other,No,No,Solved,Severe lacerations,Deceased,342,South,19.8861215,-51.112941,Severe,Yes,Adult nurse,Radio producer
524,2022-05-28,13:36:10,Saturday,May,2022,Afternoon,Daytime,Property Crime,Yes,Residential,42,Female,Other,No,No,Under Investigation,Head injury,Alive,74,East,48.8347965,160.029352,Severe,Yes,Metallurgist,Dancer
525,2020-12-25,07:55:49,Friday,December,2020,Morning,Daytime,Violent Crime,Yes,Public,26,Male,Indian,No,No,Under Investigation,None,Alive,338,West,-3.7065865,-8.097080,Moderate,No,Call centre manager,Media buyer
526,2021-08-18,17:28:16,Wednesday,August,2021,Afternoon,Daytime,Cyber Crime,No,Industrial,33,Female,Other,Yes,Yes,Under Investigation,None,Alive,132,North,-10.7596175,99.945769,Minor,No,Photographer,Multimedia specialist
527,2023-05-11,19:56:15,Thursday,May,2023,Evening,Night,Drug Offense,Yes,Industrial,60,Female,Other,Yes,No,Open,No visible injuries,Deceased,214,South,-51.6879235,56.693728,Moderate,No,Camera operator,Holiday representative
528,2021-04-26,13:28:50,Monday,April,2021,Afternoon,Daytime,White Collar Crime,No,Residential,46,Female,Indian,No,No,Under Investigation,None,Alive,315,Central,-39.526129,143.391387,Minor,No,Recruitment consultant,Maintenance engineer
529,2021-04-27,08:03:42,Tuesday,April,2021,Morning,Daytime,Violent Crime,Yes,Public,39,Male,Other,No,No,Closed,None,Deceased,79,Central,-50.109329,127.424717,Moderate,No,"Pilot, airline",Geochemist
530,2021-10-19,10:33:13,Tuesday,October,2021,Morning,Daytime,Drug Offense,No,Industrial,19,Female,Indian,Yes,No,Open,None,Deceased,333,South,-47.6470715,-105.215891,Severe,No,Private music teacher,Software engineer
531,2023-08-09,20:16:31,Wednesday,August,2023,Evening,Night,White Collar Crime,Yes,Public,29,Male,Indian,Yes,Yes,Open,None,Alive,282,South,-79.7151855,-19.540937,Moderate,No,"Psychotherapist, dance movement","Teacher, primary school"
532,2020-09-21,14:13:54,Monday,September,2020,Afternoon,Daytime,Violent Crime,Yes,Industrial,57,Male,Other,Yes,Yes,Under Investigation,None,Deceased,268,North,8.4275905,167.563121,Severe,Yes,Chief Technology Officer,Chiropractor
533,2024-03-15,08:19:25,Friday,March,2024,Morning,Daytime,White Collar Crime,No,Commercial,44,Female,Other,No,No,Closed,None,Alive,238,South,49.700499,-157.061427,Minor,No,Air traffic controller,Theme park manager
534,2020-09-25,20:43:55,Friday,September,2020,Evening,Night,Violent Crime,Yes,Public,52,Male,Other,Yes,Yes,Open,Broken bones,Alive,145,South,-20.195083,134.522352,Minor,No,Furniture designer,"Surveyor, planning and development"
535,2023-03-15,07:37:48,Wednesday,March,2023,Morning,Daytime,Violent Crime,Yes,Public,19,Male,Indian,No,No,Open,Stab wound,Alive,17,North,-26.2225465,155.707307,Severe,No,Community development worker,Television camera operator
536,2024-05-27,07:18:10,Monday,May,2024,Morning,Daytime,Violent Crime,No,Commercial,51,Male,Indian,No,No,Under Investigation,Gunshot wound,Alive,34,Central,43.3230755,169.065611,Moderate,Yes,Financial planner,"Administrator, Civil Service"
537,2021-12-04,18:00:41,Saturday,December,2021,Evening,Night,Cyber Crime,Yes,Commercial,62,Female,Other,No,No,Solved,None,Alive,297,North,71.348911,-102.552015,Severe,No,"Designer, fashion/clothing","Therapist, drama"
538,2021-07-04,00:13:07,Sunday,July,2021,Morning,Daytime,Drug Offense,Yes,Residential,26,Male,Other,No,No,Solved,None,Alive,206,South,-61.651620,-29.977631,Severe,Yes,Chief of Staff,Geophysicist/field seismologist
539,2023-12-24,06:30:30,Sunday,December,2023,Morning,Daytime,Drug Offense,No,Public,60,Female,Other,Yes,Yes,Open,None,Alive,84,East,-20.7511615,130.482020,Moderate,No,Personnel officer,Architectural technologist
540,2020-08-20,11:57:55,Thursday,August,2020,Morning,Daytime,Violent Crime,No,Commercial,50,Female,Other,No,No,Under Investigation,Minor cuts and bruises,Alive,325,South,31.2011445,-148.532503,Moderate,Yes,"Loss adjuster, chartered",Learning mentor
541,2022-02-27,23:11:40,Sunday,February,2022,Evening,Night,Drug Offense,Yes,Public,49,Female,Indian,No,No,Closed,None,Alive,151,West,19.4663085,29.640869,Severe,Yes,Advertising copywriter,Housing manager/officer
542,2022-01-21,17:02:23,Friday,January,2022,Afternoon,Daytime,Cyber Crime,No,Public,18,Male,Indian,Yes,Yes,Under Investigation,None,Deceased,230,West,-66.069978,138.124969,Severe,No,Cytogeneticist,Firefighter
543,2024-06-12,02:35:12,Wednesday,June,2024,Morning,Daytime,Violent Crime,No,Commercial,49,Male,Other,Yes,Yes,Solved,Internal injuries,Alive,80,Central,31.5958245,-8.373993,Severe,No,Administrator,Fitness centre manager
544,2023-07-31,06:02:16,Monday,July,2023,Morning,Daytime,Drug Offense,Yes,Industrial,37,Male,Other,No,No,Under Investigation,None,Deceased,272,Central,49.390946,114.053205,Severe,No,"Conservation officer, nature",Learning disability nurse
545,2024-07-14,17:35:52,Sunday,July,2024,Afternoon,Daytime,Cyber Crime,No,Residential,30,Male,Other,No,No,Solved,Severe lacerations,Alive,174,North,-36.196614,-19.883959,Severe,No,Chief of Staff,"Producer, television/film/video"
546,2022-04-17,04:36:01,Sunday,April,2022,Morning,Daytime,Property Crime,Yes,Industrial,28,Male,Indian,No,No,Solved,Minor cuts and bruises,Deceased,106,East,83.753963,-39.434590,Severe,Yes,Information officer,Chartered accountant
547,2023-02-17,22:48:18,Friday,February,2023,Evening,Night,Violent Crime,No,Public,34,Female,Indian,No,No,Solved,No visible injuries,Deceased,71,West,30.7797525,-165.899807,Severe,No,Nature conservation officer,Product/process development scientist
548,2020-06-10,02:38:28,Wednesday,June,2020,Morning,Daytime,Cyber Crime,No,Public,39,Male,Indian,Yes,Yes,Closed,None,Deceased,223,Central,-13.404014,94.014790,Minor,No,Wellsite geologist,Photographer
549,2023-12-25,16:08:39,Monday,December,2023,Afternoon,Daytime,Property Crime,Yes,Residential,21,Male,Other,Yes,Yes,Solved,None,Alive,337,South,62.726003,97.861754,Severe,No,"Engineer, broadcasting (operations)","Designer, multimedia"
550,2020-01-24,01:23:15,Friday,January,2020,Morning,Daytime,White Collar Crime,Yes,Public,18,Male,Other,No,No,Solved,None,Deceased,130,Central,-61.283646,26.638065,Minor,Yes,Furniture designer,"Engineer, civil (consulting)"
551,2024-02-15,13:51:05,Thursday,February,2024,Afternoon,Daytime,Drug Offense,No,Commercial,50,Female,Other,No,No,Under Investigation,None,Alive,364,West,-18.934611,96.697007,Minor,No,Operations geologist,Consulting civil engineer
552,2024-03-25,11:08:21,Monday,March,2024,Morning,Daytime,Cyber Crime,Yes,Residential,36,Female,Indian,No,No,Open,Fractures,Alive,339,North,-43.8324935,-171.655218,Severe,Yes,"Engineer, maintenance (IT)","Librarian, academic"
553,2022-03-24,20:20:07,Thursday,March,2022,Evening,Night,White Collar Crime,No,Public,40,Female,Indian,No,No,Open,Minor cuts and bruises,Alive,272,Central,-60.6686095,173.019614,Moderate,Yes,Airline pilot,Press photographer
554,2022-08-21,05:55:35,Sunday,August,2022,Morning,Daytime,White Collar Crime,No,Commercial,33,Female,Indian,Yes,Yes,Under Investigation,None,Deceased,29,West,76.9761065,-76.631707,Moderate,Yes,Lawyer,Paediatric nurse
555,2021-01-31,11:01:34,Sunday,January,2021,Morning,Daytime,White Collar Crime,Yes,Industrial,25,Female,Indian,No,No,Open,None,Deceased,284,Central,-56.7339775,-45.801858,Moderate,No,Materials engineer,Public house manager
556,2023-10-03,23:35:40,Tuesday,October,2023,Evening,Night,Violent Crime,Yes,Commercial,42,Female,Other,No,No,Open,Head injury,Deceased,314,South,5.0362465,49.613044,Moderate,No,Press photographer,Outdoor activities/education manager
557,2023-02-06,08:01:06,Monday,February,2023,Morning,Daytime,White Collar Crime,No,Public,42,Female,Indian,No,No,Closed,None,Alive,270,West,-61.661903,-132.864327,Moderate,No,"Surveyor, insurance",Production manager
558,2021-02-11,14:10:18,Thursday,February,2021,Afternoon,Daytime,Drug Offense,Yes,Residential,36,Female,Indian,Yes,Yes,Solved,None,Alive,79,North,-85.825012,101.803385,Moderate,No,Nature conservation officer,Quantity surveyor
559,2022-01-07,16:34:44,Friday,January,2022,Afternoon,Daytime,White Collar Crime,No,Commercial,32,Female,Other,Yes,No,Under Investigation,None,Deceased,277,West,81.012357,-128.122812,Severe,No,"Pharmacist, community",Barista
560,2022-07-09,12:27:08,Saturday,July,2022,Afternoon,Daytime,Violent Crime,No,Commercial,25,Male,Indian,No,No,Under Investigation,No visible injuries,Alive,184,West,-44.253662,-18.201832,Severe,No,Health promotion specialist,Secretary/administrator
561,2021-01-21,17:47:33,Thursday,January,2021,Afternoon,Daytime,Property Crime,Yes,Commercial,62,Male,Other,No,No,Closed,No visible injuries,Deceased,236,South,89.525953,1.128028,Moderate,No,Academic librarian,Cytogeneticist
562,2020-01-05,17:58:11,Sunday,January,2020,Afternoon,Daytime,Violent Crime,No,Industrial,45,Female,Other,No,No,Solved,Gunshot wound,Deceased,45,East,1.0810385,1.321311,Minor,Yes,Production manager,"Engineer, civil (contracting)"
563,2022-01-24,21:37:54,Monday,January,2022,Evening,Night,Cyber Crime,No,Industrial,33,Female,Other,No,No,Under Investigation,Internal injuries,Deceased,88,Central,89.705348,126.821077,Moderate,Yes,"Psychologist, clinical",Games developer
564,2021-06-15,23:41:12,Tuesday,June,2021,Evening,Night,White Collar Crime,Yes,Public,29,Male,Other,Yes,Yes,Closed,None,Deceased,78,Central,17.4609405,-172.025227,Minor,Yes,"Civil engineer, contracting","Accountant, chartered management"
565,2020-11-28,23:56:54,Saturday,November,2020,Evening,Night,Cyber Crime,Yes,Public,47,Male,Other,Yes,Yes,Under Investigation,None,Alive,96,South,-34.239374,-12.244174,Minor,No,Sport and exercise psychologist,Colour technologist
566,2024-04-05,19:08:35,Friday,April,2024,Evening,Night,Violent Crime,No,Public,64,Male,Indian,Yes,Yes,Closed,No visible injuries,Deceased,211,South,-9.1369225,-130.326780,Moderate,Yes,"Civil engineer, consulting",Sport and exercise psychologist
567,2022-06-15,22:30:54,Wednesday,June,2022,Evening,Night,Drug Offense,No,Residential,22,Male,Other,No,No,Under Investigation,None,Alive,29,West,-73.645302,-48.018531,Minor,Yes,Clinical psychologist,"Development worker, international aid"
568,2023-10-13,08:46:32,Friday,October,2023,Morning,Daytime,Property Crime,Yes,Commercial,19,Male,Indian,No,No,Solved,None,Alive,50,North,-45.5160515,69.774402,Severe,Yes,Further education lecturer,Diplomatic Services operational officer
569,2023-09-28,18:09:45,Thursday,September,2023,Evening,Night,Drug Offense,Yes,Commercial,41,Male,Indian,No,No,Open,None,Alive,58,Central,63.2612325,-165.368522,Severe,No,"Surveyor, mining",Multimedia specialist
570,2020-02-20,18:10:08,Thursday,February,2020,Evening,Night,Drug Offense,No,Industrial,34,Male,Indian,No,No,Open,None,Deceased,42,Central,-63.0371665,-13.674940,Severe,Yes,Charity fundraiser,Museum/gallery curator
571,2021-10-10,03:20:51,Sunday,October,2021,Morning,Daytime,Violent Crime,No,Commercial,44,Male,Indian,No,No,Open,None,Alive,241,Central,13.036487,-56.773587,Minor,No,"Psychologist, educational","Therapist, music"
572,2024-04-16,14:21:47,Tuesday,April,2024,Afternoon,Daytime,Violent Crime,Yes,Residential,20,Male,Other,No,No,Solved,None,Deceased,274,East,8.789084,-79.834569,Moderate,Yes,"Physicist, medical",Actuary
573,2023-07-31,13:34:23,Monday,July,2023,Afternoon,Daytime,Property Crime,No,Residential,38,Female,Indian,No,No,Under Investigation,Stab wound,Deceased,167,Central,-27.2650635,-27.909504,Minor,No,"Loss adjuster, chartered",Scientific laboratory technician
574,2022-09-02,00:55:46,Friday,September,2022,Morning,Daytime,Cyber Crime,No,Commercial,18,Female,Indian,Yes,Yes,Open,Broken bones,Alive,135,West,78.8150735,71.017668,Moderate,Yes,Forensic scientist,Local government officer
575,2022-04-27,17:07:03,Wednesday,April,2022,Afternoon,Daytime,Drug Offense,Yes,Residential,62,Female,Indian,Yes,No,Open,None,Alive,151,South,-46.028016,-79.870693,Moderate,Yes,Environmental education officer,"Psychologist, counselling"
576,2022-10-02,20:51:19,Sunday,October,2022,Evening,Night,Violent Crime,Yes,Commercial,33,Male,Indian,Yes,No,Open,Gunshot wound,Deceased,75,Central,-83.7659515,19.884604,Minor,No,Public relations account executive,Wellsite geologist
577,2022-06-08,05:18:57,Wednesday,June,2022,Morning,Daytime,White Collar Crime,No,Public,52,Male,Other,Yes,Yes,Closed,Severe lacerations,Deceased,169,North,-23.6440965,-168.717729,Moderate,No,"Civil engineer, consulting",Psychiatric nurse
578,2024-05-27,00:59:40,Monday,May,2024,Morning,Daytime,Violent Crime,No,Commercial,56,Female,Other,No,No,Closed,None,Deceased,150,Central,-36.9208855,28.667358,Minor,No,Town planner,Learning disability nurse
579,2021-02-16,06:56:54,Tuesday,February,2021,Morning,Daytime,Violent Crime,No,Residential,52,Female,Other,No,No,Solved,None,Deceased,161,West,41.9479275,42.233969,Severe,Yes,"Psychologist, sport and exercise",Prison officer
580,2023-02-16,01:10:12,Thursday,February,2023,Morning,Daytime,Violent Crime,No,Commercial,60,Male,Other,No,No,Solved,None,Deceased,301,East,-37.0114805,124.459555,Minor,Yes,"Engineer, electronics",Broadcast journalist
581,2024-03-03,01:40:46,Sunday,March,2024,Morning,Daytime,Property Crime,Yes,Industrial,53,Male,Other,No,No,Open,None,Alive,298,North,87.084856,-132.887769,Severe,Yes,"Scientist, physiological","Surveyor, building"
582,2023-06-12,02:22:14,Monday,June,2023,Morning,Daytime,Property Crime,Yes,Commercial,57,Male,Other,No,No,Closed,Fractures,Deceased,252,East,-15.1224675,-68.404793,Moderate,Yes,Careers information officer,Phytotherapist
583,2020-03-11,22:59:53,Wednesday,March,2020,Evening,Night,Drug Offense,Yes,Industrial,28,Male,Indian,Yes,Yes,Closed,None,Deceased,325,South,38.0908245,4.001761,Moderate,Yes,"Accountant, chartered","Engineer, civil (consulting)"
584,2022-07-06,01:13:58,Wednesday,July,2022,Morning,Daytime,Violent Crime,Yes,Industrial,35,Female,Indian,Yes,Yes,Solved,None,Deceased,260,West,22.4424445,60.989146,Severe,No,"Scientist, audiological",Herpetologist
585,2020-07-18,13:50:17,Saturday,July,2020,Afternoon,Daytime,Drug Offense,No,Public,55,Female,Indian,Yes,Yes,Open,None,Deceased,95,Central,-66.8947065,5.828530,Moderate,No,Museum education officer,Passenger transport manager
586,2023-03-29,17:01:09,Wednesday,March,2023,Afternoon,Daytime,Drug Offense,Yes,Commercial,41,Male,Other,Yes,No,Closed,Fractures,Deceased,286,West,83.1381095,163.799419,Severe,No,Exhibition designer,Heritage manager
587,2024-02-14,12:44:44,Wednesday,February,2024,Afternoon,Daytime,Property Crime,No,Residential,56,Male,Indian,No,No,Under Investigation,Stab wound,Alive,124,West,58.6581095,-179.646222,Moderate,Yes,"Presenter, broadcasting",Homeopath
588,2024-02-16,21:18:38,Friday,February,2024,Evening,Night,Cyber Crime,No,Residential,48,Female,Indian,No,No,Open,None,Alive,204,East,17.128679,51.679915,Minor,Yes,Nutritional therapist,Theatre director
589,2022-07-27,02:08:54,Wednesday,July,2022,Morning,Daytime,Cyber Crime,No,Industrial,20,Male,Indian,Yes,No,Solved,Minor cuts and bruises,Alive,317,Central,57.0128525,18.467519,Minor,Yes,Industrial buyer,Personal assistant
590,2021-06-11,06:46:11,Friday,June,2021,Morning,Daytime,White Collar Crime,No,Residential,25,Female,Indian,Yes,Yes,Open,Fractures,Deceased,180,North,-79.997922,47.881542,Minor,No,Print production planner,Prison officer
591,2022-08-22,01:58:30,Monday,August,2022,Morning,Daytime,Property Crime,Yes,Public,27,Male,Indian,No,No,Under Investigation,None,Alive,169,North,-29.130345,-2.080699,Severe,Yes,Exercise physiologist,Mudlogger
592,2020-03-15,01:35:54,Sunday,March,2020,Morning,Daytime,Property Crime,Yes,Commercial,39,Female,Indian,Yes,Yes,Open,Minor cuts and bruises,Alive,95,West,0.961381,-96.252884,Minor,No,"Education officer, museum",Research scientist (medical)
593,2020-08-02,03:09:09,Sunday,August,2020,Morning,Daytime,Violent Crime,No,Industrial,44,Female,Indian,Yes,Yes,Solved,None,Deceased,144,South,-63.267366,-84.882605,Moderate,No,Trade mark attorney,Ambulance person
594,2021-12-11,13:31:40,Saturday,December,2021,Afternoon,Daytime,White Collar Crime,No,Residential,35,Male,Indian,Yes,Yes,Open,None,Deceased,267,North,-41.9535215,-174.678756,Moderate,Yes,"Scientist, product/process development",Press sub
595,2023-09-02,20:29:24,Saturday,September,2023,Evening,Night,Drug Offense,No,Industrial,35,Male,Other,No,No,Closed,No visible injuries,Deceased,132,East,-12.3040805,33.058135,Severe,Yes,Printmaker,Insurance risk surveyor
596,2024-07-08,00:10:12,Monday,July,2024,Morning,Daytime,Violent Crime,No,Industrial,57,Male,Other,No,No,Under Investigation,None,Deceased,74,West,-47.212894,77.072784,Moderate,No,"Designer, industrial/product",Clinical biochemist
597,2020-12-28,09:12:39,Monday,December,2020,Morning,Daytime,Cyber Crime,No,Residential,47,Male,Other,Yes,Yes,Solved,None,Alive,196,East,-14.0794145,-16.113787,Severe,Yes,Immigration officer,"Nurse, adult"
598,2020-04-10,11:04:05,Friday,April,2020,Morning,Daytime,Violent Crime,Yes,Commercial,25,Female,Indian,Yes,Yes,Open,Head injury,Deceased,227,Central,-18.274234,-1.855732,Severe,No,"Psychologist, clinical",Broadcast journalist
599,2020-07-04,00:02:30,Saturday,July,2020,Morning,Daytime,Cyber Crime,Yes,Industrial,22,Male,Other,Yes,Yes,Closed,None,Deceased,347,North,84.706643,-22.315459,Minor,No,English as a second language teacher,"Programme researcher, broadcasting/film/video"
600,2022-08-19,12:32:09,Friday,August,2022,Afternoon,Daytime,Property Crime,Yes,Industrial,54,Female,Other,Yes,Yes,Solved,None,Deceased,135,Central,-34.7422745,22.731191,Moderate,No,Broadcast journalist,Photographer
601,2020-05-05,08:41:39,Tuesday,May,2020,Morning,Daytime,Drug Offense,No,Industrial,50,Male,Indian,Yes,Yes,Solved,None,Alive,82,North,-65.4553345,18.023484,Moderate,Yes,Actor,Hospital pharmacist
602,2022-08-17,14:28:41,Wednesday,August,2022,Afternoon,Daytime,Drug Offense,No,Commercial,55,Female,Other,Yes,Yes,Closed,None,Deceased,120,West,-89.685201,-162.231845,Severe,No,Armed forces logistics/support/administrative officer,"Designer, furniture"
603,2021-06-09,06:02:07,Wednesday,June,2021,Morning,Daytime,Drug Offense,Yes,Residential,45,Female,Indian,Yes,Yes,Under Investigation,Head injury,Deceased,52,West,84.312615,-136.380593,Minor,No,Textile designer,Corporate treasurer
604,2020-03-03,17:56:05,Tuesday,March,2020,Afternoon,Daytime,Violent Crime,Yes,Commercial,32,Male,Indian,No,No,Solved,None,Alive,87,East,60.5147645,-107.546142,Moderate,Yes,"Civil engineer, consulting",Camera operator
605,2020-07-21,03:33:26,Tuesday,July,2020,Morning,Daytime,White Collar Crime,Yes,Public,49,Female,Indian,Yes,Yes,Under Investigation,None,Alive,9,West,87.446425,-117.825620,Severe,No,"Engineer, drilling",Chiropodist
606,2024-02-22,01:47:13,Thursday,February,2024,Morning,Daytime,Violent Crime,No,Public,47,Male,Other,No,No,Open,Stab wound,Alive,157,South,-68.4442925,-118.189590,Minor,No,Public librarian,Product designer
607,2024-04-06,22:39:21,Saturday,April,2024,Evening,Night,Violent Crime,No,Industrial,49,Male,Other,Yes,Yes,Solved,No visible injuries,Deceased,187,South,-44.8885435,109.833163,Minor,No,"Civil engineer, consulting",Corporate investment banker
608,2023-03-03,23:41:41,Friday,March,2023,Evening,Night,Violent Crime,No,Residential,35,Male,Indian,No,No,Closed,Internal injuries,Alive,112,Central,23.3157355,94.580400,Minor,No,"Conservator, furniture",Catering manager
609,2024-04-22,07:02:32,Monday,April,2024,Morning,Daytime,Cyber Crime,No,Residential,34,Male,Indian,No,No,Closed,Stab wound,Deceased,60,North,58.456357,-46.794353,Moderate,Yes,Chief Marketing Officer,Multimedia specialist
610,2023-03-01,03:34:00,Wednesday,March,2023,Morning,Daytime,Drug Offense,Yes,Industrial,62,Male,Indian,Yes,Yes,Solved,Fractures,Alive,8,North,-2.987395,121.556844,Moderate,Yes,"Teacher, music",Sports coach
611,2023-05-04,10:40:03,Thursday,May,2023,Morning,Daytime,White Collar Crime,Yes,Industrial,30,Male,Indian,Yes,Yes,Open,None,Deceased,289,South,-24.9915655,123.862412,Severe,Yes,"Chemist, analytical","Designer, ceramics/pottery"
612,2023-06-12,03:34:52,Monday,June,2023,Morning,Daytime,Drug Offense,Yes,Industrial,38,Female,Other,No,No,Open,Severe lacerations,Deceased,236,West,7.8044435,-27.730368,Minor,Yes,Manufacturing engineer,Risk analyst
613,2023-03-06,02:24:42,Monday,March,2023,Morning,Daytime,Property Crime,Yes,Public,29,Female,Other,No,No,Open,Gunshot wound,Deceased,222,East,-87.858655,-179.334900,Minor,No,Customer service manager,Furniture designer
614,2021-10-12,12:54:23,Tuesday,October,2021,Afternoon,Daytime,Violent Crime,Yes,Residential,58,Male,Other,Yes,Yes,Solved,Stab wound,Alive,1,North,-53.2636645,-80.026532,Severe,Yes,Commercial art gallery manager,Recruitment consultant
615,2024-02-12,12:04:58,Monday,February,2024,Afternoon,Daytime,Cyber Crime,Yes,Commercial,38,Male,Indian,Yes,Yes,Closed,Stab wound,Deceased,110,Central,-56.2309405,-32.082723,Moderate,No,Games developer,Corporate treasurer
616,2020-05-06,20:32:07,Wednesday,May,2020,Evening,Night,White Collar Crime,Yes,Industrial,46,Female,Other,No,No,Solved,None,Alive,206,North,86.237645,8.601441,Minor,Yes,Jewellery designer,"Engineer, communications"
617,2020-10-22,05:28:02,Thursday,October,2020,Morning,Daytime,Cyber Crime,No,Commercial,55,Female,Other,Yes,Yes,Under Investigation,Minor cuts and bruises,Deceased,62,East,42.872245,-102.362446,Minor,Yes,Food technologist,IT sales professional
618,2021-08-11,20:19:50,Wednesday,August,2021,Evening,Night,Property Crime,No,Industrial,57,Female,Other,Yes,Yes,Closed,None,Alive,69,West,-58.9313685,151.562033,Severe,Yes,Financial manager,Manufacturing engineer
619,2023-05-25,15:41:47,Thursday,May,2023,Afternoon,Daytime,Drug Offense,Yes,Commercial,64,Female,Other,No,No,Under Investigation,None,Deceased,186,South,-62.3122725,-32.447974,Moderate,Yes,Network engineer,"Surveyor, hydrographic"
620,2023-01-13,03:04:58,Friday,January,2023,Morning,Daytime,Property Crime,No,Public,55,Male,Indian,No,No,Open,None,Deceased,133,Central,81.201936,-1.754313,Severe,Yes,Exhibition designer,"Nurse, mental health"
621,2020-04-14,17:28:44,Tuesday,April,2020,Afternoon,Daytime,Violent Crime,No,Commercial,59,Female,Other,No,No,Open,Head injury,Alive,37,North,23.046183,108.346032,Severe,Yes,Geophysicist/field seismologist,"Designer, jewellery"
622,2022-03-24,02:37:33,Thursday,March,2022,Morning,Daytime,White Collar Crime,Yes,Commercial,34,Female,Indian,Yes,Yes,Closed,None,Alive,166,East,-18.1414305,-137.285179,Severe,No,"Lecturer, higher education",Pension scheme manager
623,2020-01-25,22:04:28,Saturday,January,2020,Evening,Night,Drug Offense,Yes,Residential,48,Female,Indian,No,No,Closed,None,Deceased,292,East,-18.4170325,-58.275095,Moderate,Yes,Editorial assistant,Forensic scientist
624,2023-02-21,17:30:44,Tuesday,February,2023,Afternoon,Daytime,White Collar Crime,Yes,Public,18,Male,Other,No,No,Closed,Internal injuries,Alive,50,Central,80.1688635,-119.116004,Minor,Yes,Dramatherapist,Research scientist (medical)
625,2021-09-11,20:31:40,Saturday,September,2021,Evening,Night,Cyber Crime,No,Residential,27,Male,Other,Yes,Yes,Open,Broken bones,Deceased,51,East,73.8015905,138.525359,Severe,No,"Buyer, retail",Orthoptist
626,2022-06-04,22:43:25,Saturday,June,2022,Evening,Night,Cyber Crime,No,Commercial,51,Male,Other,No,No,Under Investigation,None,Deceased,177,North,-78.556242,-41.457481,Moderate,No,"Accountant, chartered public finance",Air traffic controller
627,2021-05-08,05:32:13,Saturday,May,2021,Morning,Daytime,Violent Crime,No,Residential,30,Female,Other,No,No,Closed,None,Alive,199,Central,-43.833502,37.184515,Moderate,Yes,Facilities manager,Television production assistant
